road	Z1449
km	0.99
type	Box Culvert
lrpName	LRPSc
name	.
length	3.2
condition	A
structureNr	117165
est cost	0
roadName	Dadpurbazar-Khalifarhat Road
chainage	0.99
width	3.2
constructionYear	1997
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.854055555555558
lon	91.02919444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117165&vRoadID=503&vSurveyYear=2006&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117165&vRoadID=503&vSurveyYear=2006&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117165&vRoadID=503&vSurveyYear=2006&vSubdivID=550
