road	R142
km	33.828
type	Box Culvert
lrpName	LRP033b
name	HANUBRISH BOX CULVERT
length	6
condition	B
structureNr	104520
est cost	0.62
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	33.828
width	9.5
constructionYear	1993
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.08672222222222
lon	90.89288888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104520&vRoadID=75&vSurveyYear=2004&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104520&vRoadID=75&vSurveyYear=2004&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104520&vRoadID=75&vSurveyYear=2004&vSubdivID=548
