road	R142
km	16.118
type	RCC Girder Bridge
lrpName	LRP015a
name	Pachbaria Bridge
length	10.75
condition	A
structureNr	121523
est cost	0
roadName	Begamganj-Sonaimuri-Ramganj Road
chainage	16.118
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.061718873506493
lon	91.0572147238961
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121523&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121523&vRoadID=75&vSurveyYear=2013&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121523&vRoadID=75&vSurveyYear=2013&vSubdivID=549
