road	Z2012
km	2.38
type	Box Culvert
lrpName	LRP002b
name	.
length	15
condition	A
structureNr	117690
est cost	0
roadName	Shari-Gowainghat Road
chainage	2.38
width	7.2
constructionYear	1998
spans	3
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	25.086388888888887
lon	92.08611111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117690&vRoadID=373&vSurveyYear=2006&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117690&vRoadID=373&vSurveyYear=2006&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117690&vRoadID=373&vSurveyYear=2006&vSubdivID=801
