road	Z2012
km	12.79
type	RCC Girder Bridge
lrpName	LRP012d
name	
length	12.1
condition	C
structureNr	120780
est cost	0.502
roadName	Shari-Gowainghat Road
chainage	12.79
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	25.087083 
lon	92.0013056 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120780&vRoadID=373&vSurveyYear=2013&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120780&vRoadID=373&vSurveyYear=2013&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120780&vRoadID=373&vSurveyYear=2013&vSubdivID=801
