road	Z5507
km	7.75
type	RCC Girder Bridge
lrpName	LRP008a
name	Kalitola Bridge
length	7.2
condition	D
structureNr	119741
est cost	0.192
roadName	Mokamtala (Kashipur)-Guzia-Shibganj (Amtali) Road
chainage	7.75
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Bogra
lat	25.03756161552795
lon	89.31619081863354
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119741&vRoadID=634&vSurveyYear=2013&vSubdivID=291
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119741&vRoadID=634&vSurveyYear=2013&vSubdivID=291
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119741&vRoadID=634&vSurveyYear=2013&vSubdivID=291
