road	R282
km	12.8
type	Baily with Steel Deck
lrpName	LRP012c
name	KUCHAI-3
length	6
condition	A
structureNr	102825
est cost	0
roadName	Juri-Lathidila Road
chainage	12.8
width	4.6
constructionYear	1992
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.533166666666666
lon	92.19619444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102825&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102825&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102825&vRoadID=103&vSurveyYear=2004&vSubdivID=553
