road	R282
km	0.757
type	Truss with RCC Slab
lrpName	LRP001c
name	Juri Bazar Bridge
length	39.5
condition	A
structureNr	121674
est cost	0
roadName	Juri-Lathidila Road
chainage	0.757
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.5894719 
lon	92.1283327 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121674&vRoadID=103&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121674&vRoadID=103&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121674&vRoadID=103&vSurveyYear=2013&vSubdivID=553
