road	R282
km	12.8
type	Baily with Steel Deck
lrpName	LRP012c
name	Kuchai Bridge-1
length	15.2
condition	B
structureNr	121692
est cost	0.084
roadName	Juri-Lathidila Road
chainage	12.8
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.5330271 
lon	92.1960274 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121692&vRoadID=103&vSurveyYear=2013&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121692&vRoadID=103&vSurveyYear=2013&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121692&vRoadID=103&vSurveyYear=2013&vSubdivID=553
