road	R282
km	0.046
type	Baily with Steel Deck
lrpName	LRPSa
name	juribail with steel deck
length	9.4
condition	A
structureNr	102755
est cost	0
roadName	Juri-Lathidila Road
chainage	0.046
width	3.5
constructionYear	1995
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.597027777777775
lon	92.11416666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102755&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102755&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102755&vRoadID=103&vSurveyYear=2004&vSubdivID=553
