road	R282
km	14.995
type	Baily with Steel Deck
lrpName	LRP014e
name	DILKHUSH BAILY WITH STEEL DECK
length	21.5
condition	C
structureNr	102782
est cost	4.05
roadName	Juri-Lathidila Road
chainage	14.995
width	3.55
constructionYear	1985
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.532555555555554
lon	92.21730555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102782&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102782&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102782&vRoadID=103&vSurveyYear=2004&vSubdivID=553
