road	R282
km	8.114
type	Baily with Steel Deck
lrpName	LRP008a
name	EAST GOALBARI
length	6
condition	A
structureNr	102805
est cost	0
roadName	Juri-Lathidila Road
chainage	8.114
width	3.25
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.55425
lon	92.16725000000001
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102805&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102805&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102805&vRoadID=103&vSurveyYear=2004&vSubdivID=553
