road	R282
km	12.958
type	Box Culvert
lrpName	LRP012e
name	KUCHAI (4)
length	1.5
condition	B
structureNr	108306
est cost	0.16
roadName	Juri-Lathidila Road
chainage	12.958
width	10.8
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Kulaura
lat	24.53222222222222
lon	92.19705555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108306&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108306&vRoadID=103&vSurveyYear=2004&vSubdivID=553
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108306&vRoadID=103&vSurveyYear=2004&vSubdivID=553
