road	Z5621
km	0.439
type	Slab Culvert
lrpName	LRPSb
name	.
length	2.1
condition	A
structureNr	110617
est cost	0
roadName	Kurigram-Ulipur-Chillmari Road
chainage	0.439
width	9.1
constructionYear	1991
spans	1
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.809444444444445
lon	89.6413888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110617&vRoadID=620&vSurveyYear=2004&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110617&vRoadID=620&vSurveyYear=2004&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110617&vRoadID=620&vSurveyYear=2004&vSubdivID=289
