road	Z6810
km	0.47
type	Box Culvert
lrpName	LRPSb
name	.
length	1
condition	A
structureNr	116303
est cost	0
roadName	Manda Thana link Road (Manda-Prashadpur Road)
chainage	0.47
width	15
constructionYear	1990
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.43936111111111
lon	88.70408333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116303&vRoadID=546&vSurveyYear=2006&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116303&vRoadID=546&vSurveyYear=2006&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116303&vRoadID=546&vSurveyYear=2006&vSubdivID=305
