road	N503
km	1.498
type	RCC Girder Bridge
lrpName	LRP001e
name	BALIA RCC GIDER BRIDGE
length	18
condition	C
structureNr	105148
est cost	1.2
roadName	Utholi-Aricha Road
chainage	1.498
width	8.05
constructionYear	1964
spans	1
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.83986111111111
lon	89.79722222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105148&vRoadID=31&vSurveyYear=2004&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105148&vRoadID=31&vSurveyYear=2004&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105148&vRoadID=31&vSurveyYear=2004&vSubdivID=515
