road	N503
km	0.246
type	Box Culvert
lrpName	LRPSa
name	4 s p dacton
length	24
condition	B
structureNr	105143
est cost	1.24
roadName	Utholi-Aricha Road
chainage	0.246
width	6.7
constructionYear	1994
spans	4
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.842583333333334
lon	89.80916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105143&vRoadID=31&vSurveyYear=2004&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105143&vRoadID=31&vSurveyYear=2004&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105143&vRoadID=31&vSurveyYear=2004&vSubdivID=515
