road	R550
km	34.308
type	Box Culvert
lrpName	LRP034a
name	.
length	3.6
condition	B
structureNr	105313
est cost	0.6
roadName	Mokamtala-Kalai-Joypurhat Road
chainage	34.308
width	8.47
constructionYear	1991
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.093333333333334
lon	89.04861111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105313&vRoadID=129&vSurveyYear=2004&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105313&vRoadID=129&vSurveyYear=2004&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105313&vRoadID=129&vSurveyYear=2004&vSubdivID=589
