road	R170
km	5.919
type	RCC Girder Bridge
lrpName	LRP005b
name	BORIA RCC GIDER BRIDGE
length	7.4
condition	A
structureNr	106187
est cost	1
roadName	Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road
chainage	5.919
width	3.6
constructionYear	1979
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.333
lon	91.96522222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106187&vRoadID=86&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106187&vRoadID=86&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106187&vRoadID=86&vSurveyYear=2004&vSubdivID=281
