road	R170
km	37.302
type	RCC Girder Bridge
lrpName	LRP037d
name	6 NO BAIL CHORI
length	17
condition	C
structureNr	106186
est cost	0.85
roadName	Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road
chainage	37.302
width	3.6
constructionYear	1968
spans	2
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.05152777777778
lon	91.94133333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106186&vRoadID=86&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106186&vRoadID=86&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106186&vRoadID=86&vSurveyYear=2004&vSubdivID=280
