road	R170
km	37.302
type	RCC Girder Bridge
lrpName	LRP037d
name	6 No. Bair Chori Bridge
length	18.6
condition	D
structureNr	121162
est cost	209
roadName	Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road
chainage	37.302
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.058958557356608
lon	91.93987297955113
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121162&vRoadID=86&vSurveyYear=2013&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121162&vRoadID=86&vSurveyYear=2013&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121162&vRoadID=86&vSurveyYear=2013&vSubdivID=280
