road	R170
km	55.306
type	RCC Girder Bridge
lrpName	LRP054c
name	Hashiyar Para Bridge
length	15.8
condition	B
structureNr	121173
est cost	0.375
roadName	Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road
chainage	55.306
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	21.9137222 
lon	91.9621111 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121173&vRoadID=86&vSurveyYear=2013&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121173&vRoadID=86&vSurveyYear=2013&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121173&vRoadID=86&vSurveyYear=2013&vSubdivID=280
