road	R370
km	42.984
type	RCC Girder Bridge
lrpName	LRP042c
name	Rajur bazar bridge
length	39.25
condition	B
structureNr	118885
est cost	0.3
roadName	Mymensingh (D.C Office)-Raghurampur-Netrokona-Mohonganj-Jamalganj-Sunamganj Road
chainage	42.984
width	
constructionYear	
spans	
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Netrokona
lat	24.8926386 
lon	90.7388886 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118885&vRoadID=115&vSurveyYear=2013&vSubdivID=533
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118885&vRoadID=115&vSurveyYear=2013&vSubdivID=533
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118885&vRoadID=115&vSurveyYear=2013&vSubdivID=533
