road	R370
km	38.493
type	RCC Girder Bridge
lrpName	LRP038b
name	Netrokona bridge
length	74.3
condition	D
structureNr	118881
est cost	825
roadName	Mymensingh (D.C Office)-Raghurampur-Netrokona-Mohonganj-Jamalganj-Sunamganj Road
chainage	38.493
width	
constructionYear	
spans	
zone	Mymensingh
circle	Mymensingh
division	Netrokona
sub-division	Netrokona
lat	24.87282654878587
lon	90.7178377258278
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118881&vRoadID=115&vSurveyYear=2013&vSubdivID=533
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118881&vRoadID=115&vSurveyYear=2013&vSubdivID=533
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118881&vRoadID=115&vSurveyYear=2013&vSubdivID=533
