road	R370
km	3.956
type	RCC Girder Bridge
lrpName	LRP003d
name	Mutkibhanga bridge
length	50.75
condition	D
structureNr	118877
est cost	1.24
roadName	Mymensingh (D.C Office)-Raghurampur-Netrokona-Mohonganj-Jamalganj-Sunamganj Road
chainage	3.956
width	
constructionYear	
spans	
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.7561886784
lon	90.4333324376
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118877&vRoadID=115&vSurveyYear=2013&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118877&vRoadID=115&vSurveyYear=2013&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118877&vRoadID=115&vSurveyYear=2013&vSubdivID=530
