road	Z1466
km	0.15
type	Box Culvert
lrpName	LRPSa
name	.
length	5.3
condition	A
structureNr	117173
est cost	0
roadName	Nalgara (Raipur-Faridganj Road)-Kamarhat-Ramganj (Fatehpur) Road
chainage	0.15
width	7.38
constructionYear	1990
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.075888888888887
lon	90.77172222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117173&vRoadID=512&vSurveyYear=2006&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117173&vRoadID=512&vSurveyYear=2006&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117173&vRoadID=512&vSurveyYear=2006&vSubdivID=548
