road	Z6806
km	10.801
type	RCC Girder Bridge
lrpName	LRP010b
name	Ghughudima Bridge
length	18.25
condition	C
structureNr	118808
est cost	0.5
roadName	Nawabganj-Uttermallick-Gomastapur Road
chainage	10.801
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Nawabganj
sub-division	Nawabganj
lat	24.6699438 
lon	88.301 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118808&vRoadID=552&vSurveyYear=2013&vSubdivID=307
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118808&vRoadID=552&vSurveyYear=2013&vSubdivID=307
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118808&vRoadID=552&vSurveyYear=2013&vSubdivID=307
