road	Z8031
km	5.408
type	RCC Girder Bridge
lrpName	LRP005a
name	Shimul bhangar bridge
length	20.8
condition	C
structureNr	119138
est cost	0.055
roadName	Gouranadi-Paisarhat-Kotalipara-Gopalganj Road
chainage	5.408
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Barisal
sub-division	Barisal-1
lat	22.9634444 
lon	90.1772771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119138&vRoadID=762&vSurveyYear=2013&vSubdivID=331
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119138&vRoadID=762&vSurveyYear=2013&vSubdivID=331
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119138&vRoadID=762&vSurveyYear=2013&vSubdivID=331
