road	Z6802
km	25.982
type	Slab Culvert
lrpName	LRP025h
name	.
length	2.9
condition	A
structureNr	111395
est cost	0
roadName	Kansat-Gomostapur-Rohonpur (Bhangabari) Road
chainage	25.982
width	5.55
constructionYear	1993
spans	1
zone	Rajshahi
circle	Rajshahi
division	Nawabganj
sub-division	Nawabganj
lat	24.83888888888889
lon	88.30555555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111395&vRoadID=556&vSurveyYear=2004&vSubdivID=307
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111395&vRoadID=556&vSurveyYear=2004&vSubdivID=307
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111395&vRoadID=556&vSurveyYear=2004&vSubdivID=307
