road	Z8717
km	0.912
type	Slab Culvert
lrpName	LRPSb
name	.
length	4
condition	A
structureNr	113490
est cost	0
roadName	Naikati-Bhandaria Road
chainage	0.912
width	9.8
constructionYear	1985
spans	1
zone	Barisal
circle	Barisal
division	Pirojpur
sub-division	Kawkhali
lat	22.576027777777778
lon	90.09097222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113490&vRoadID=785&vSurveyYear=2004&vSubdivID=339
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113490&vRoadID=785&vSurveyYear=2004&vSubdivID=339
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113490&vRoadID=785&vSurveyYear=2004&vSubdivID=339
