road	Z4023
km	0.933
type	Box Culvert
lrpName	LRPSc
name	DIGPAITH
length	3
condition	C
structureNr	113188
est cost	2.8
roadName	Digpaith-Sarisabari-Tarakandi Road
chainage	0.933
width	6.7
constructionYear	1989
spans	1
zone	Mymensingh
circle	Jamalpur
division	Jamalpur
sub-division	Jamalpur-1
lat	24.76688888888889
lon	89.91641666666668
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113188&vRoadID=284&vSurveyYear=2004&vSubdivID=524
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113188&vRoadID=284&vSurveyYear=2004&vSubdivID=524
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113188&vRoadID=284&vSurveyYear=2004&vSubdivID=524
