road	N711
km	1.27
type	Box Culvert
lrpName	LRP001d
name	.
length	3.03
condition	A
structureNr	110395
est cost	0
roadName	Benapole Town Old Section
chainage	1.27
width	11.3
constructionYear	2002
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.040000000000003
lon	88.88861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110395&vRoadID=60&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110395&vRoadID=60&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110395&vRoadID=60&vSurveyYear=2004&vSubdivID=323
