road	R750
km	24.18
type	RCC Girder Bridge
lrpName	LRP025a
name	Tularampur Bridge
length	91.5
condition	C
structureNr	119555
est cost	0.779
roadName	Jessore-Narail Road
chainage	24.18
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Narail
sub-division	Narail
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119555&vRoadID=156&vSurveyYear=2013&vSubdivID=593
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119555&vRoadID=156&vSurveyYear=2013&vSubdivID=593
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119555&vRoadID=156&vSurveyYear=2013&vSubdivID=593
