road	R750
km	6.135
type	RCC Girder Bridge
lrpName	LRP006b
name	Daitala Bridge
length	41.6
condition	C
structureNr	104032
est cost	1
roadName	Jessore-Narail Road
chainage	6.135
width	7.28
constructionYear	1976
spans	3
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	23.168055555555558
lon	89.27972222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104032&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104032&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104032&vRoadID=156&vSurveyYear=2004&vSubdivID=324
