road	R750
km	27.412
type	Arch Masonry
lrpName	LRP028d
name	.
length	5.65
condition	B
structureNr	104354
est cost	0.02
roadName	Jessore-Narail Road
chainage	27.412
width	9.98
constructionYear	1985
spans	1
zone	Khulna
circle	Jessore
division	Narail
sub-division	Narail
lat	23.16413888888889
lon	89.46955555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104354&vRoadID=156&vSurveyYear=2004&vSubdivID=593
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104354&vRoadID=156&vSurveyYear=2004&vSubdivID=593
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104354&vRoadID=156&vSurveyYear=2004&vSubdivID=593
