road	R750
km	
type	RCC Girder Bridge
lrpName	LRP006b
name	Daitala Bridge
length	41.5
condition	A
structureNr	118833
est cost	0.005
roadName	Jessore-Narail Road
chainage	 
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	
lon	
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118833&vRoadID=156&vSurveyYear=2013&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118833&vRoadID=156&vSurveyYear=2013&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118833&vRoadID=156&vSurveyYear=2013&vSubdivID=324
