road	Z1089
km	1.627
type	RCC Girder Bridge
lrpName	LRP001b
name	UDDHABGANJ BRIDGE
length	17
condition	C
structureNr	113593
est cost	0.51
roadName	Mograpara-Anandabazar Road
chainage	1.627
width	4.4
constructionYear	1975
spans	3
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Vitikandi
lat	23.643416666666667
lon	90.60819444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113593&vRoadID=223&vSurveyYear=2004&vSubdivID=521
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113593&vRoadID=223&vSurveyYear=2004&vSubdivID=521
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113593&vRoadID=223&vSurveyYear=2004&vSubdivID=521
