road	R820
km	5.586
type	RCC Girder Bridge
lrpName	LRP006a
name	DUIPULL BRIDGE
length	23
condition	C
structureNr	107919
est cost	0.71
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	5.586
width	3.8
constructionYear	1990
spans	3
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 2
lat	23.699416666666668
lon	90.35858333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107919&vRoadID=169&vSurveyYear=2004&vSubdivID=512
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107919&vRoadID=169&vSurveyYear=2004&vSubdivID=512
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107919&vRoadID=169&vSurveyYear=2004&vSubdivID=512
