road	R820
km	38.706
type	Baily with Steel Deck
lrpName	LRP038e
name	CHALNI BAILEY WITH STEEL DECK
length	30.4
condition	A
structureNr	107895
est cost	0
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	38.706
width	3.6
constructionYear	1983
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.65025
lon	90.12616666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107895&vRoadID=169&vSurveyYear=2004&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107895&vRoadID=169&vSurveyYear=2004&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107895&vRoadID=169&vSurveyYear=2004&vSubdivID=517
