road	R820
km	70.111
type	RCC Girder Bridge
lrpName	LRP070c
name	Srinagar Bazar Bridge(east)Bridge
length	49.15
condition	C
structureNr	120217
est cost	0.402
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	70.111
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Sreenagar
lat	23.534398486082473
lon	90.28334010773196
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120217&vRoadID=169&vSurveyYear=2013&vSubdivID=519
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120217&vRoadID=169&vSurveyYear=2013&vSubdivID=519
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120217&vRoadID=169&vSurveyYear=2013&vSubdivID=519
