road	Z8065
km	7.75
type	Box Culvert
lrpName	LRP007c
name	.
length	2.3
condition	A
structureNr	116681
est cost	0
roadName	Shariatpur-Ganganagar-Mongalmazirghat Road
chainage	7.75
width	6.7
constructionYear	1991
spans	1
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.2775
lon	90.3086111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116681&vRoadID=405&vSurveyYear=2006&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116681&vRoadID=405&vSurveyYear=2006&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116681&vRoadID=405&vSurveyYear=2006&vSubdivID=580
