road	N5
km	101.679
type	RCC Girder Bridge
lrpName	LRP102a
name	Kadamtala Bridge
length	18.83
condition	C
structureNr	119361
est cost	0.384
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	101.679
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-1
lat	23.9035556 
lon	89.6324993 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119361&vRoadID=28&vSurveyYear=2013&vSubdivID=309
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119361&vRoadID=28&vSurveyYear=2013&vSubdivID=309
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119361&vRoadID=28&vSurveyYear=2013&vSubdivID=309
