road	N5
km	131.286
type	Box Culvert
lrpName	LRP133c
name	.
length	25
condition	A
structureNr	111258
est cost	0
roadName	Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road
chainage	131.286
width	16
constructionYear	1998
spans	5
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Ullapara
lat	24.14388888888889
lon	89.58694444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111258&vRoadID=28&vSurveyYear=2004&vSubdivID=314
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111258&vRoadID=28&vSurveyYear=2004&vSubdivID=314
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111258&vRoadID=28&vSurveyYear=2004&vSubdivID=314
