road	Z5069
km	0.597
type	RCC Girder Bridge
lrpName	LRPSe
name	TURAG BRIDGE
length	58.6
condition	B
structureNr	107583
est cost	0.36
roadName	Turag-Ruhitpur-Baorvita Road
chainage	0.597
width	5.3
constructionYear	1999
spans	3
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.785500000000003
lon	90.31002777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107583&vRoadID=179&vSurveyYear=2004&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107583&vRoadID=179&vSurveyYear=2004&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107583&vRoadID=179&vSurveyYear=2004&vSubdivID=510
