road	Z5069
km	0.479
type	RCC Girder Bridge
lrpName	LRPSc
name	Turag Bridge-2
length	30.7
condition	B
structureNr	120226
est cost	0
roadName	Turag-Ruhitpur-Baorvita Road
chainage	0.479
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.7864441 
lon	90.3106667 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120226&vRoadID=179&vSurveyYear=2013&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120226&vRoadID=179&vSurveyYear=2013&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120226&vRoadID=179&vSurveyYear=2013&vSubdivID=510
