road	Z5069
km	0.597
type	RCC Girder Bridge
lrpName	LRPSe
name	Turag Bridge-3
length	60.5
condition	B
structureNr	120229
est cost	0
roadName	Turag-Ruhitpur-Baorvita Road
chainage	0.597
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.7855274 
lon	90.3100556 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120229&vRoadID=179&vSurveyYear=2013&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120229&vRoadID=179&vSurveyYear=2013&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120229&vRoadID=179&vSurveyYear=2013&vSubdivID=510
