road	Z2121
km	0.113
type	Slab Culvert
lrpName	LRPSb
name	PURAKIA BAZAR (2) SLAB
length	0.6
condition	C
structureNr	106692
est cost	0
roadName	Puradia-Belabo Road
chainage	0.113
width	7
constructionYear	1998
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.157444444444444
lon	90.80938888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106692&vRoadID=212&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106692&vRoadID=212&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106692&vRoadID=212&vSurveyYear=2004&vSubdivID=523
