road	Z2121
km	0.429
type	Box Culvert
lrpName	LRPSd
name	PURADIA UPZILA BOX CULVERT
length	0.9
condition	A
structureNr	106700
est cost	0
roadName	Puradia-Belabo Road
chainage	0.429
width	7.3
constructionYear	1997
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.155388888888886
lon	90.8111111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106700&vRoadID=212&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106700&vRoadID=212&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106700&vRoadID=212&vSurveyYear=2004&vSubdivID=523
