road	Z1629
km	2.55
type	RCC Girder Bridge
lrpName	LRP003e
name	Saddeker Bridge
length	24.68
condition	C
structureNr	121333
est cost	1.957
roadName	Raozan-Noapara (Jalepara) Road
chainage	2.55
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Chittagong
lat	22.51601439883041
lon	91.90249792222222
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121333&vRoadID=310&vSurveyYear=2013&vSubdivID=269
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121333&vRoadID=310&vSurveyYear=2013&vSubdivID=269
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121333&vRoadID=310&vSurveyYear=2013&vSubdivID=269
