road	N107
km	10.11
type	Box Culvert
lrpName	LRP010a
name	MANSERTEK
length	5
condition	B
structureNr	111604
est cost	0.35
roadName	Kalurghat-Maneswartek Road
chainage	10.11
width	12
constructionYear	1994
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Patiya
lat	22.31872222222222
lon	91.9203888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111604&vRoadID=7&vSurveyYear=2004&vSubdivID=281
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111604&vRoadID=7&vSurveyYear=2004&vSubdivID=281
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111604&vRoadID=7&vSurveyYear=2004&vSubdivID=281
