road	Z2042
km	7.972
type	Slab Culvert
lrpName	LRP008f
name	BALABO SLUB
length	1
condition	A
structureNr	106694
est cost	0
roadName	Narsingdi (Morjal)-Belabo Road
chainage	7.972
width	8
constructionYear	1998
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.099
lon	90.85277777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106694&vRoadID=205&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106694&vRoadID=205&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106694&vRoadID=205&vSurveyYear=2004&vSubdivID=523
