road	Z4609
km	0.615
type	Box Culvert
lrpName	LRPSc
name	FERUSHA CULVERT
length	2
condition	B
structureNr	105940
est cost	0.35
roadName	Nakla-Shibbari Road
chainage	0.615
width	7.8
constructionYear	1991
spans	1
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	24.977027777777778
lon	90.17744444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105940&vRoadID=261&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105940&vRoadID=261&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105940&vRoadID=261&vSurveyYear=2004&vSubdivID=534
