road	Z5503
km	2.109
type	Slab Culvert
lrpName	LRP003a
name	.
length	2
condition	B
structureNr	113886
est cost	0.001
roadName	Joypurhat-Panchbibi-Hili Road
chainage	2.109
width	6.6
constructionYear	1991
spans	1
zone	Rangpur
circle	Bogra
division	Joypurhat
sub-division	Joypurhat
lat	25.120833333333334
lon	89.02916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113886&vRoadID=654&vSurveyYear=2004&vSubdivID=589
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113886&vRoadID=654&vSurveyYear=2004&vSubdivID=589
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113886&vRoadID=654&vSurveyYear=2004&vSubdivID=589
