road	R548
km	5.669
type	Slab Culvert
lrpName	LRP006d
name	.
length	1.75
condition	C
structureNr	100732
est cost	0.05
roadName	Naogaon-Atrai-Natore Road
chainage	5.669
width	9.7
constructionYear	1988
spans	1
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.756944444444443
lon	88.96305555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100732&vRoadID=127&vSurveyYear=2004&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100732&vRoadID=127&vSurveyYear=2004&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100732&vRoadID=127&vSurveyYear=2004&vSubdivID=305
