road	N6
km	19.785
type	Box Culvert
lrpName	LRP019b
name	.
length	6.43
condition	A
structureNr	101656
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	19.785
width	19.09
constructionYear	1989
spans	3
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-1
lat	24.021944444444443
lon	89.46222222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101656&vRoadID=46&vSurveyYear=2004&vSubdivID=309
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101656&vRoadID=46&vSurveyYear=2004&vSubdivID=309
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101656&vRoadID=46&vSurveyYear=2004&vSubdivID=309
