road	N6
km	24.136
type	Box Culvert
lrpName	LRP024a
name	0
length	10.58
condition	A
structureNr	101673
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	24.136
width	10.14
constructionYear	1989
spans	4
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-1
lat	24.033611111111114
lon	89.42416666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101673&vRoadID=46&vSurveyYear=2004&vSubdivID=309
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101673&vRoadID=46&vSurveyYear=2004&vSubdivID=309
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101673&vRoadID=46&vSurveyYear=2004&vSubdivID=309
