road	N6
km	47.792
type	Box Culvert
lrpName	LRP047c
name	.
length	38.12
condition	A
structureNr	101968
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	47.792
width	10.13
constructionYear	1994
spans	6
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.0425
lon	89.21555555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101968&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101968&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101968&vRoadID=46&vSurveyYear=2004&vSubdivID=310
