road	N6
km	146.08
type	Slab Culvert
lrpName	LRP144a
name	.
length	1.8
condition	A
structureNr	117877
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	146.08
width	10.5
constructionYear	1980
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-2
lat	24.366305555555556
lon	88.59352777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117877&vRoadID=46&vSurveyYear=2006&vSubdivID=304
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117877&vRoadID=46&vSurveyYear=2006&vSubdivID=304
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117877&vRoadID=46&vSurveyYear=2006&vSubdivID=304
