road	N6
km	47.264
type	Box Culvert
lrpName	LRP047b
name	.
length	4.75
condition	A
structureNr	101966
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	47.264
width	12.9
constructionYear	1989
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.039166666666667
lon	89.21777777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101966&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101966&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101966&vRoadID=46&vSurveyYear=2004&vSubdivID=310
