road	N6
km	148.02
type	Slab Culvert
lrpName	LRP146b
name	.
length	2
condition	A
structureNr	117881
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	148.02
width	11.5
constructionYear	1980
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-2
lat	24.369305555555556
lon	88.57444444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117881&vRoadID=46&vSurveyYear=2006&vSubdivID=304
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117881&vRoadID=46&vSurveyYear=2006&vSubdivID=304
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117881&vRoadID=46&vSurveyYear=2006&vSubdivID=304
