road	N6
km	101.011
type	RCC Girder Bridge
lrpName	LRP100b
name	Horishpur Amaigachi Bridge
length	35.86
condition	A
structureNr	119408
est cost	0.874
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	101.011
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-2
lat	24.4071667 
lon	89.0039167 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119408&vRoadID=46&vSurveyYear=2013&vSubdivID=316
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119408&vRoadID=46&vSurveyYear=2013&vSubdivID=316
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119408&vRoadID=46&vSurveyYear=2013&vSubdivID=316
