road	N6
km	64.867
type	Box Culvert
lrpName	LRP064c
name	.
length	2.3
condition	A
structureNr	102071
est cost	0
roadName	Kashinathpur-Dasuria-Natore-Rajshahi Road
chainage	64.867
width	14.8
constructionYear	1988
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.140833333333333
lon	89.1325
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102071&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102071&vRoadID=46&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102071&vRoadID=46&vSurveyYear=2004&vSubdivID=310
