road	Z1076
km	6.75
type	Box Culvert
lrpName	LRP006b
name	.
length	2.5
condition	A
structureNr	117743
est cost	0
roadName	Kutubdia-Azam Sarak
chainage	6.75
width	11.68
constructionYear	2000
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Chakoria
lat	21.86852777777778
lon	91.85705555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117743&vRoadID=336&vSurveyYear=2006&vSubdivID=284
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117743&vRoadID=336&vSurveyYear=2006&vSubdivID=284
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117743&vRoadID=336&vSurveyYear=2006&vSubdivID=284
