road	R604
km	17.263
type	PC Girder Bridge
lrpName	LRP018a
name	Ratanpur Bridge
length	25.8
condition	C
structureNr	119485
est cost	0
roadName	Tebunia-Chatmohor-Handial-Hamkuria Road
chainage	17.263
width	
constructionYear	
spans	
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.1993886 
lon	89.2720827 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119485&vRoadID=141&vSurveyYear=2013&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119485&vRoadID=141&vSurveyYear=2013&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119485&vRoadID=141&vSurveyYear=2013&vSubdivID=310
